movie_id,title,genres,movie_idx,genres_clean
2075,Mephisto (1981),Drama|War,1661,Drama War
2076,Blue Velvet (1986),Drama|Mystery,1662,Drama Mystery
2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,1663,Adventure Children's
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,1664,Animation Children's Comedy Musical
2079,Kidnapped (1960),Children's|Drama,1665,Children's Drama
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,1666,Animation Children's Comedy Musical Romance
2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,1667,Animation Children's Comedy Musical Romance
2082,"Mighty Ducks, The (1992)",Children's|Comedy,1668,Children's Comedy
2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,1669,Children's Musical
2084,Newsies (1992),Children's|Musical,1670,Children's Musical
2085,101 Dalmatians (1961),Animation|Children's,1671,Animation Children's
2086,One Magic Christmas (1985),Drama|Fantasy,1672,Drama Fantasy
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,1673,Animation Children's Fantasy Musical
2088,Popeye (1980),Adventure|Comedy|Musical,1674,Adventure Comedy Musical
2089,"Rescuers Down Under, The (1990)",Animation|Children's,1675,Animation Children's
2090,"Rescuers, The (1977)",Animation|Children's,1676,Animation Children's
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,1677,Children's Sci-Fi
2092,"Return of Jafar, The (1993)",Animation|Children's|Musical,1678,Animation Children's Musical
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,1679,Adventure Children's Fantasy Sci-Fi
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,1680,Action Adventure Sci-Fi
2095,"Shaggy D.A., The (1976)",Children's|Comedy,1681,Children's Comedy
2096,Sleeping Beauty (1959),Animation|Children's|Musical,1682,Animation Children's Musical
2097,Something Wicked This Way Comes (1983),Children's|Horror,1683,Children's Horror
2098,Son of Flubber (1963),Children's|Comedy,1684,Children's Comedy
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,1685,Adventure Animation Children's Musical
2100,Splash (1984),Comedy|Fantasy|Romance,1686,Comedy Fantasy Romance
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,1687,Adventure Drama
2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,1688,Animation Children's Comedy Musical
2103,Tall Tale (1994),Adventure|Children's,1689,Adventure Children's
2104,Tex (1982),Drama,1690,Drama
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,1691,Action Adventure Fantasy Sci-Fi
2106,Swing Kids (1993),Drama|War,1692,Drama War
2107,Halloween: H20 (1998),Horror|Thriller,1693,Horror Thriller
2108,L.A. Story (1991),Comedy|Romance,1694,Comedy Romance
2109,"Jerk, The (1979)",Comedy,1695,Comedy
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,1696,Comedy Crime Thriller
2111,"Man with Two Brains, The (1983)",Comedy,1697,Comedy
2112,Grand Canyon (1991),Crime|Drama,1698,Crime Drama
2113,Graveyard Shift (1990),Horror|Thriller,1699,Horror Thriller
2114,"Outsiders, The (1983)",Drama,1700,Drama
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1701,Action Adventure
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,1702,Adventure Animation Children's Sci-Fi
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,1703,Drama Sci-Fi
2118,"Dead Zone, The (1983)",Horror|Thriller,1704,Horror Thriller
2119,Maximum Overdrive (1986),Horror,1705,Horror
2120,Needful Things (1993),Drama|Horror,1706,Drama Horror
2121,Cujo (1983),Horror|Thriller,1707,Horror Thriller
2122,Children of the Corn (1984),Horror|Thriller,1708,Horror Thriller
2123,All Dogs Go to Heaven (1989),Animation|Children's,1709,Animation Children's
2124,"Addams Family, The (1991)",Comedy,1710,Comedy
2125,Ever After: A Cinderella Story (1998),Drama|Romance,1711,Drama Romance
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,1712,Action Crime Mystery Thriller
2128,Safe Men (1998),Comedy,1713,Comedy
2130,Atlantic City (1980),Crime|Drama|Romance,1714,Crime Drama Romance
2131,Autumn Sonata (Höstsonaten ) (1978),Drama,1715,Drama
2132,Who's Afraid of Virginia Woolf? (1966),Drama,1716,Drama
2133,Adventures in Babysitting (1987),Adventure|Comedy,1717,Adventure Comedy
2134,Weird Science (1985),Comedy,1718,Comedy
2135,Doctor Dolittle (1967),Adventure|Musical,1719,Adventure Musical
2136,"Nutty Professor, The (1963)",Comedy,1720,Comedy
2137,Charlotte's Web (1973),Animation|Children's,1721,Animation Children's
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,1722,Animation Children's Drama Fantasy
2139,"Secret of NIMH, The (1982)",Animation|Children's,1723,Animation Children's
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,1724,Children's Fantasy Sci-Fi
2141,"American Tail, An (1986)",Animation|Children's|Comedy,1725,Animation Children's Comedy
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,1726,Animation Children's Comedy
2143,Legend (1985),Adventure|Fantasy|Romance,1727,Adventure Fantasy Romance
2144,Sixteen Candles (1984),Comedy,1728,Comedy
2145,Pretty in Pink (1986),Comedy|Drama|Romance,1729,Comedy Drama Romance
2146,St. Elmo's Fire (1985),Drama|Romance,1730,Drama Romance
2147,"Clan of the Cave Bear, The (1986)",Drama,1731,Drama
2148,House (1986),Comedy|Horror,1732,Comedy Horror
2149,House II: The Second Story (1987),Comedy|Horror,1733,Comedy Horror
2150,"Gods Must Be Crazy, The (1980)",Comedy,1734,Comedy
2151,"Gods Must Be Crazy II, The (1989)",Comedy,1735,Comedy
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,1736,Children's Comedy
2153,"Avengers, The (1998)",Action|Adventure,1737,Action Adventure
2154,How Stella Got Her Groove Back (1998),Drama|Romance,1738,Drama Romance
2155,"Slums of Beverly Hills, The (1998)",Comedy,1739,Comedy
2157,"Chambermaid on the Titanic, The (1998)",Romance,1740,Romance
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,1741,Crime Horror
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,1742,Crime Horror
2160,Rosemary's Baby (1968),Horror|Thriller,1743,Horror Thriller
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,1744,Adventure Children's Fantasy
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,1745,Adventure Children's Fantasy
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,1746,Comedy Horror
2164,Surf Nazis Must Die (1987),Drama,1747,Drama
2165,Your Friends and Neighbors (1998),Drama,1748,Drama
2166,Return to Paradise (1998),Drama|Romance,1749,Drama Romance
2167,Blade (1998),Action|Adventure|Horror,1750,Action Adventure Horror
2168,Dance with Me (1998),Drama|Romance,1751,Drama Romance
2169,Dead Man on Campus (1998),Comedy,1752,Comedy
2170,Wrongfully Accused (1998),Action|Comedy,1753,Action Comedy
2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,1754,Comedy Drama Romance
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,1755,Adventure Fantasy Sci-Fi
2174,Beetlejuice (1988),Comedy|Fantasy,1756,Comedy Fantasy
2175,Déjà Vu (1997),Drama|Romance,1757,Drama Romance
2176,Rope (1948),Thriller,1758,Thriller
2177,Family Plot (1976),Comedy|Thriller,1759,Comedy Thriller
2178,Frenzy (1972),Thriller,1760,Thriller
2179,Topaz (1969),Thriller,1761,Thriller
2180,Torn Curtain (1966),Thriller,1762,Thriller
2181,Marnie (1964),Thriller,1763,Thriller
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,1764,Drama Film-Noir Thriller
2183,"Man Who Knew Too Much, The (1956)",Thriller,1765,Thriller
2184,"Trouble with Harry, The (1955)",Mystery|Thriller,1766,Mystery Thriller
2185,I Confess (1953),Thriller,1767,Thriller
2186,Strangers on a Train (1951),Film-Noir|Thriller,1768,Film-Noir Thriller
2187,Stage Fright (1950),Mystery|Thriller,1769,Mystery Thriller
2188,54 (1998),Drama,1770,Drama
2189,I Married A Strange Person (1997),Animation,1771,Animation
2190,Why Do Fools Fall In Love? (1998),Drama,1772,Drama
2191,"Merry War, A (1997)",Comedy,1773,Comedy
2193,Willow (1988),Action|Adventure|Fantasy,1774,Action Adventure Fantasy
2194,"Untouchables, The (1987)",Action|Crime|Drama,1775,Action Crime Drama
2195,Dirty Work (1998),Comedy,1776,Comedy
2196,Knock Off (1998),Action,1777,Action
2197,Firelight (1997),Drama,1778,Drama
2201,"Paradine Case, The (1947)",Drama,1779,Drama
2202,Lifeboat (1944),Drama|Thriller|War,1780,Drama Thriller War
2203,Shadow of a Doubt (1943),Film-Noir|Thriller,1781,Film-Noir Thriller
2204,Saboteur (1942),Thriller,1782,Thriller
2205,Mr. & Mrs. Smith (1941),Comedy,1783,Comedy
2206,Suspicion (1941),Mystery|Thriller,1784,Mystery Thriller
2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,1785,Comedy Mystery Romance Thriller
2209,Young and Innocent (1937),Crime|Thriller,1786,Crime Thriller
2210,Sabotage (1936),Thriller,1787,Thriller
2211,Secret Agent (1936),Thriller,1788,Thriller
2212,"Man Who Knew Too Much, The (1934)",Thriller,1789,Thriller
2215,Rich and Strange (1932),Comedy|Romance,1790,Comedy Romance
2219,Murder! (1930),Mystery|Thriller,1791,Mystery Thriller
2221,Blackmail (1929),Thriller,1792,Thriller
2227,"Lodger, The (1926)",Thriller,1793,Thriller
2231,Rounders (1998),Crime|Drama,1794,Crime Drama
2232,Cube (1997),Sci-Fi|Thriller,1795,Sci-Fi Thriller
2236,Simon Birch (1998),Drama,1796,Drama
2237,Without Limits (1998),Drama,1797,Drama
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,1798,Comedy Drama
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,1799,Comedy Drama
2240,My Bodyguard (1980),Drama,1800,Drama
2241,Class (1983),Comedy,1801,Comedy
2243,Broadcast News (1987),Comedy|Drama|Romance,1802,Comedy Drama Romance
2245,Working Girl (1988),Comedy|Drama,1803,Comedy Drama
2246,Stars and Bars (1988),Comedy,1804,Comedy
2247,Married to the Mob (1988),Comedy,1805,Comedy
2248,Say Anything... (1989),Comedy|Drama|Romance,1806,Comedy Drama Romance
2249,My Blue Heaven (1990),Comedy,1807,Comedy
2250,Men Don't Leave (1990),Drama,1808,Drama
2252,Hero (1992),Comedy|Drama,1809,Comedy Drama
2253,Toys (1992),Action|Comedy|Fantasy,1810,Action Comedy Fantasy
2255,Young Doctors in Love (1982),Comedy,1811,Comedy
2256,Parasite (1982),Horror|Sci-Fi,1812,Horror Sci-Fi
2257,No Small Affair (1984),Comedy|Romance,1813,Comedy Romance
2259,Blame It on Rio (1984),Comedy|Romance,1814,Comedy Romance
2260,Wisdom (1986),Action|Crime,1815,Action Crime
2261,One Crazy Summer (1986),Comedy,1816,Comedy
2262,About Last Night... (1986),Comedy|Drama|Romance,1817,Comedy Drama Romance
2263,"Seventh Sign, The (1988)",Thriller,1818,Thriller
2264,We're No Angels (1989),Drama,1819,Drama
2265,Nothing But Trouble (1991),Adventure|Comedy,1820,Adventure Comedy
2266,"Butcher's Wife, The (1991)",Comedy|Romance,1821,Comedy Romance
2267,Mortal Thoughts (1991),Mystery|Thriller,1822,Mystery Thriller
2268,"Few Good Men, A (1992)",Crime|Drama,1823,Crime Drama
2269,Indecent Proposal (1993),Drama,1824,Drama
2271,Permanent Midnight (1998),Drama,1825,Drama
2272,One True Thing (1998),Drama,1826,Drama
2273,Rush Hour (1998),Action|Thriller,1827,Action Thriller
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,1828,Action Adventure Sci-Fi
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,1829,Drama
2278,Ronin (1998),Action|Crime|Thriller,1830,Action Crime Thriller
2279,Urban Legend (1998),Horror|Thriller,1831,Horror Thriller
2280,Clay Pigeons (1998),Crime,1832,Crime
2281,Monument Ave. (1998),Crime,1833,Crime
2282,Pecker (1998),Comedy|Drama,1834,Comedy Drama
2283,"Sheltering Sky, The (1990)",Drama,1835,Drama
2284,Bandit Queen (1994),Drama,1836,Drama
2285,If.... (1968),Drama,1837,Drama
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,1838,Comedy
2287,Them! (1954),Sci-Fi|Thriller|War,1839,Sci-Fi Thriller War
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,1840,Action Horror Sci-Fi Thriller
2289,"Player, The (1992)",Comedy|Drama,1841,Comedy Drama
2290,Stardust Memories (1980),Comedy|Drama,1842,Comedy Drama
2291,Edward Scissorhands (1990),Drama|Romance,1843,Drama Romance
2292,Overnight Delivery (1996),Romance,1844,Romance
2293,Shadrach (1998),Drama,1845,Drama
2294,Antz (1998),Animation|Children's,1846,Animation Children's
2295,"Impostors, The (1998)",Comedy,1847,Comedy
2296,"Night at the Roxbury, A (1998)",Comedy,1848,Comedy
2297,What Dreams May Come (1998),Drama|Romance,1849,Drama Romance
2298,Strangeland (1998),Thriller,1850,Thriller
2300,"Producers, The (1968)",Comedy|Musical,1851,Comedy Musical
2301,History of the World: Part I (1981),Comedy,1852,Comedy
2302,My Cousin Vinny (1992),Comedy,1853,Comedy
2303,Nashville (1975),Drama|Musical,1854,Drama Musical
2305,Slam (1998),Drama,1855,Drama
2306,Holy Man (1998),Comedy,1856,Comedy
2307,One Tough Cop (1998),Action|Drama,1857,Action Drama
2310,"Mighty, The (1998)",Drama,1858,Drama
2311,2010 (1984),Mystery|Sci-Fi,1859,Mystery Sci-Fi
2312,Children of a Lesser God (1986),Drama,1860,Drama
2313,"Elephant Man, The (1980)",Drama,1861,Drama
2314,Beloved (1998),Drama,1862,Drama
2315,Bride of Chucky (1998),Horror|Thriller,1863,Horror Thriller
2316,Practical Magic (1998),Drama|Romance,1864,Drama Romance
2318,Happiness (1998),Comedy,1865,Comedy
2320,Apt Pupil (1998),Drama|Thriller,1866,Drama Thriller
2321,Pleasantville (1998),Comedy,1867,Comedy
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,1868,Action Adventure Sci-Fi Thriller War
2323,"Cruise, The (1998)",Documentary,1869,Documentary
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,1870,Comedy Drama
2325,Orgazmo (1997),Comedy,1871,Comedy
2326,Shattered Image (1998),Drama|Thriller,1872,Drama Thriller
2327,Tales from the Darkside: The Movie (1990),Horror,1873,Horror
2328,Vampires (1998),Horror,1874,Horror
2329,American History X (1998),Drama,1875,Drama
2330,Hands on a Hard Body (1996),Documentary,1876,Documentary
2331,Living Out Loud (1998),Comedy|Romance,1877,Comedy Romance
2333,Gods and Monsters (1998),Drama,1878,Drama
2334,"Siege, The (1998)",Action|Thriller,1879,Action Thriller
2335,"Waterboy, The (1998)",Comedy,1880,Comedy
2336,Elizabeth (1998),Drama,1881,Drama
2337,Velvet Goldmine (1998),Drama,1882,Drama
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1883,Horror Mystery Thriller
2339,I'll Be Home For Christmas (1998),Comedy|Romance,1884,Comedy Romance
2340,Meet Joe Black (1998),Romance,1885,Romance
2341,Dancing at Lughnasa (1998),Drama,1886,Drama
2342,Hard Core Logo (1996),Comedy,1887,Comedy
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,1888,Action Adventure Drama Thriller
2345,Desert Bloom (1986),Drama,1889,Drama
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,1890,Sci-Fi Thriller
2347,"Pope of Greenwich Village, The (1984)",Action,1891,Action
2348,Sid and Nancy (1986),Drama,1892,Drama
2349,Mona Lisa (1986),Comedy|Thriller,1893,Comedy Thriller
2350,Heart Condition (1990),Comedy,1894,Comedy
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,1895,Drama
2352,"Big Chill, The (1983)",Comedy|Drama,1896,Comedy Drama
2353,Enemy of the State (1998),Action|Thriller,1897,Action Thriller
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,1898,Animation Children's Comedy
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,1899,Animation Children's Comedy
2356,Celebrity (1998),Comedy,1900,Comedy
2357,Central Station (Central do Brasil) (1998),Drama,1901,Drama
2359,Waking Ned Devine (1998),Comedy,1902,Comedy
2360,"Celebration, The (Festen) (1998)",Drama,1903,Drama
2361,Pink Flamingos (1972),Comedy,1904,Comedy
2362,Glen or Glenda (1953),Drama,1905,Drama
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,1906,Action Sci-Fi
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,1907,Action Sci-Fi
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,1908,Action Sci-Fi
2366,King Kong (1933),Action|Adventure|Horror,1909,Action Adventure Horror
2367,King Kong (1976),Action|Adventure|Horror,1910,Action Adventure Horror
2368,King Kong Lives (1986),Action|Adventure|Horror,1911,Action Adventure Horror
2369,Desperately Seeking Susan (1985),Comedy|Romance,1912,Comedy Romance
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,1913,Action Adventure Drama
2371,Fletch (1985),Comedy,1914,Comedy
2372,Fletch Lives (1989),Comedy,1915,Comedy
2373,Red Sonja (1985),Action|Adventure,1916,Action Adventure
2374,Gung Ho (1986),Comedy|Drama,1917,Comedy Drama
2375,"Money Pit, The (1986)",Comedy,1918,Comedy
2376,"View to a Kill, A (1985)",Action,1919,Action
2377,Lifeforce (1985),Horror|Sci-Fi,1920,Horror Sci-Fi
2378,Police Academy (1984),Comedy,1921,Comedy
2379,Police Academy 2: Their First Assignment (1985),Comedy,1922,Comedy
2380,Police Academy 3: Back in Training (1986),Comedy,1923,Comedy
2381,Police Academy 4: Citizens on Patrol (1987),Comedy,1924,Comedy
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,1925,Comedy
2383,Police Academy 6: City Under Siege (1989),Comedy,1926,Comedy
2384,Babe: Pig in the City (1998),Children's|Comedy,1927,Children's Comedy
2385,Home Fries (1998),Comedy|Romance,1928,Comedy Romance
2386,Jerry Springer: Ringmaster (1998),Drama,1929,Drama
2387,Very Bad Things (1998),Comedy|Crime,1930,Comedy Crime
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,1931,Drama Romance
2389,Psycho (1998),Crime|Horror|Thriller,1932,Crime Horror Thriller
2390,Little Voice (1998),Comedy,1933,Comedy
2391,"Simple Plan, A (1998)",Crime|Thriller,1934,Crime Thriller
2392,Jack Frost (1998),Comedy|Drama,1935,Comedy Drama
2393,Star Trek: Insurrection (1998),Action|Sci-Fi,1936,Action Sci-Fi
2394,"Prince of Egypt, The (1998)",Animation|Musical,1937,Animation Musical
2395,Rushmore (1998),Comedy,1938,Comedy
2396,Shakespeare in Love (1998),Comedy|Romance,1939,Comedy Romance
2397,Mass Appeal (1984),Drama,1940,Drama
2398,Miracle on 34th Street (1947),Drama,1941,Drama
2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,1942,Adventure Children's Fantasy
2400,Prancer (1989),Children's|Drama,1943,Children's Drama
2401,Pale Rider (1985),Western,1944,Western
2402,Rambo: First Blood Part II (1985),Action|War,1945,Action War
2403,First Blood (1982),Action,1946,Action
2404,Rambo III (1988),Action|War,1947,Action War
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,1948,Action Adventure Comedy Romance
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1949,Action Adventure Comedy Romance
2407,Cocoon (1985),Comedy|Sci-Fi,1950,Comedy Sci-Fi
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,1951,Comedy Sci-Fi
2409,Rocky II (1979),Action|Drama,1952,Action Drama
2410,Rocky III (1982),Action|Drama,1953,Action Drama
2411,Rocky IV (1985),Action|Drama,1954,Action Drama
2412,Rocky V (1990),Action|Drama,1955,Action Drama
2413,Clue (1985),Comedy|Mystery,1956,Comedy Mystery
2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,1957,Action Adventure Mystery
2415,Violets Are Blue... (1986),Drama|Romance,1958,Drama Romance
2416,Back to School (1986),Comedy,1959,Comedy
2417,Heartburn (1986),Comedy|Drama,1960,Comedy Drama
2418,Nothing in Common (1986),Comedy,1961,Comedy
2419,Extremities (1986),Drama|Thriller,1962,Drama Thriller
2420,"Karate Kid, The (1984)",Drama,1963,Drama
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,1964,Action Adventure Drama
2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,1965,Action Adventure Drama
2423,Christmas Vacation (1989),Comedy,1966,Comedy
2424,You've Got Mail (1998),Comedy|Romance,1967,Comedy Romance
2425,"General, The (1998)",Crime,1968,Crime
2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance,1969,Comedy Drama Romance
2427,"Thin Red Line, The (1998)",Action|Drama|War,1970,Action Drama War
2428,"Faculty, The (1998)",Horror|Sci-Fi,1971,Horror Sci-Fi
2429,Mighty Joe Young (1998),Adventure|Children's|Drama,1972,Adventure Children's Drama
2430,Mighty Joe Young (1949),Adventure|Children's|Drama,1973,Adventure Children's Drama
2431,Patch Adams (1998),Comedy|Drama,1974,Comedy Drama
2432,Stepmom (1998),Drama,1975,Drama
2433,"Civil Action, A (1998)",Drama,1976,Drama
2434,Down in the Delta (1998),Drama,1977,Drama
2435,Hurlyburly (1998),Drama,1978,Drama
2436,Tea with Mussolini (1999),Comedy,1979,Comedy
2437,Wilde (1997),Drama,1980,Drama
2439,Affliction (1997),Drama,1981,Drama
2440,Another Day in Paradise (1998),Drama,1982,Drama
2441,"Hi-Lo Country, The (1998)",Drama|Western,1983,Drama Western
2442,Hilary and Jackie (1998),Drama,1984,Drama
2443,Playing by Heart (1998),Drama|Romance,1985,Drama Romance
2445,At First Sight (1999),Drama,1986,Drama
2446,In Dreams (1999),Thriller,1987,Thriller
2447,Varsity Blues (1999),Comedy|Drama,1988,Comedy Drama
2448,Virus (1999),Horror|Sci-Fi,1989,Horror Sci-Fi
2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's,1990,Adventure Children's
2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi,1991,Adventure Children's Sci-Fi
2451,"Gate, The (1987)",Horror,1992,Horror
2452,"Gate II: Trespassers, The (1990)",Horror,1993,Horror
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,1994,Drama Fantasy
2454,"Fly, The (1958)",Horror|Sci-Fi,1995,Horror Sci-Fi
2455,"Fly, The (1986)",Horror|Sci-Fi,1996,Horror Sci-Fi
2456,"Fly II, The (1989)",Horror|Sci-Fi,1997,Horror Sci-Fi
2457,Running Scared (1986),Action|Comedy,1998,Action Comedy
2458,Armed and Dangerous (1986),Comedy|Crime,1999,Comedy Crime
2459,"Texas Chainsaw Massacre, The (1974)",Horror,2000,Horror
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,2001,Horror
2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror,2002,Horror
2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,2003,Horror
2463,Ruthless People (1986),Comedy,2004,Comedy
2465,Deadly Friend (1986),Horror,2005,Horror
2466,Belizaire the Cajun (1986),Drama,2006,Drama
2467,"Name of the Rose, The (1986)",Mystery,2007,Mystery
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,2008,Action Comedy Romance Thriller
2469,Peggy Sue Got Married (1986),Comedy|Romance,2009,Comedy Romance
2470,Crocodile Dundee (1986),Adventure|Comedy,2010,Adventure Comedy
2471,Crocodile Dundee II (1988),Adventure|Comedy,2011,Adventure Comedy
2472,Tough Guys (1986),Comedy,2012,Comedy
2473,Soul Man (1986),Comedy,2013,Comedy
2474,"Color of Money, The (1986)",Drama,2014,Drama
2475,52 Pick-Up (1986),Action|Mystery|Thriller,2015,Action Mystery Thriller
2476,Heartbreak Ridge (1986),Action|War,2016,Action War
2477,Firewalker (1986),Adventure,2017,Adventure
2478,Three Amigos! (1986),Comedy|Western,2018,Comedy Western
2479,Gloria (1999),Drama|Thriller,2019,Drama Thriller
2481,My Name Is Joe (1998),Drama|Romance,2020,Drama Romance
2482,Still Crazy (1998),Comedy|Romance,2021,Comedy Romance
2483,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller,2022,Comedy Horror Thriller
2485,She's All That (1999),Comedy|Romance,2023,Comedy Romance
2488,Peeping Tom (1960),Drama|Horror|Thriller,2024,Drama Horror Thriller
2490,Payback (1999),Action|Thriller,2025,Action Thriller
2491,Simply Irresistible (1999),Comedy|Romance,2026,Comedy Romance
2492,20 Dates (1998),Comedy,2027,Comedy
2493,"Harmonists, The (1997)",Drama,2028,Drama
2494,"Last Days, The (1998)",Documentary,2029,Documentary
2495,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi,2030,Animation Sci-Fi
2496,Blast from the Past (1999),Comedy|Romance,2031,Comedy Romance
2497,Message in a Bottle (1999),Romance,2032,Romance
2498,My Favorite Martian (1999),Comedy|Sci-Fi,2033,Comedy Sci-Fi
2499,God Said 'Ha!' (1998),Comedy,2034,Comedy
2500,Jawbreaker (1999),Comedy,2035,Comedy
2501,October Sky (1999),Drama,2036,Drama
2502,Office Space (1999),Comedy|Romance,2037,Comedy Romance
2504,200 Cigarettes (1999),Comedy|Drama,2038,Comedy Drama
2505,8MM (1999),Thriller,2039,Thriller
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,2040,Comedy Drama Romance
2507,Breakfast of Champions (1999),Comedy,2041,Comedy
2509,Eight Days a Week (1997),Comedy,2042,Comedy
2511,"Long Goodbye, The (1973)",Crime,2043,Crime
2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama,2044,Drama
2513,Pet Sematary (1989),Horror,2045,Horror
2514,Pet Sematary II (1992),Horror,2046,Horror
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,2047,Horror
2516,Children of the Corn III (1994),Horror,2048,Horror
2517,Christine (1983),Horror,2049,Horror
2518,Night Shift (1982),Comedy,2050,Comedy
2519,House on Haunted Hill (1958),Horror,2051,Horror
2520,Airport (1970),Drama,2052,Drama
2521,Airport 1975 (1974),Drama,2053,Drama
2522,Airport '77 (1977),Drama,2054,Drama
2523,Rollercoaster (1977),Drama|Thriller,2055,Drama Thriller
2524,"Towering Inferno, The (1974)",Action|Drama,2056,Action Drama
2525,Alligator (1980),Action|Horror|Sci-Fi,2057,Action Horror Sci-Fi
2526,Meteor (1979),Sci-Fi,2058,Sci-Fi
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,2059,Action Sci-Fi Thriller Western
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,2060,Action Adventure Sci-Fi
2529,Planet of the Apes (1968),Action|Sci-Fi,2061,Action Sci-Fi
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,2062,Action Sci-Fi
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,2063,Action Sci-Fi
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,2064,Action Sci-Fi
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,2065,Action Sci-Fi
2534,Avalanche (1978),Action,2066,Action
2535,Earthquake (1974),Action,2067,Action
2536,"Concorde: Airport '79, The (1979)",Drama,2068,Drama
2537,Beyond the Poseidon Adventure (1979),Adventure,2069,Adventure
2539,Analyze This (1999),Comedy,2070,Comedy
